,review_scores_value
258,False
259,False
260,False
261,False
262,True
263,True
264,False
265,True
266,False
267,False
268,True
269,False
270,True
271,False
272,False
273,False
274,True
275,False
276,False
277,False
278,False
279,False
280,False
281,False
282,True
283,True
284,False
285,False
286,False
287,False
288,True
289,True
290,False
291,True
292,False
293,False
294,False
295,False
296,True
297,False
298,False
299,True
300,False
301,False
302,False
303,False
304,False
305,False
306,False
307,False
308,False
309,False
310,False
311,False
312,True
313,False
314,True
315,True
316,False
317,False
318,True
319,True
320,False
321,False
322,False
323,True
324,False
325,True
326,False
327,False
328,True
329,False
330,False
331,True
332,False
333,False
334,False
335,False
336,False
337,True
338,True
339,True
340,False
341,True
342,False
343,False
344,False
345,False
346,False
347,False
348,False
349,False
350,True
351,True
352,True
353,False
354,False
355,False
356,True
357,False
358,False
359,False
360,False
361,True
362,False
363,True
364,False
365,False
366,False
367,False
368,False
369,False
370,True
371,False
372,False
373,True
374,False
375,True
376,False
377,True
378,False
379,False
380,False
381,False
382,False
383,False
384,False
385,False
386,False
387,False
388,False
389,False
390,False
391,False
392,False
393,False
394,False
395,False
396,False
397,False
398,True
399,False
400,True
401,False
402,False
403,True
404,True
405,True
406,False
407,False
408,False
409,False
410,False
411,False
412,False
413,False
414,False
415,False
416,True
417,True
418,True
419,False
420,False
421,False
422,False
423,True
424,False
425,False
426,False
427,False
428,False
429,False
430,True
431,False
432,True
433,True
434,False
435,False
436,False
437,False
438,False
439,False
440,True
441,True
442,False
443,True
444,False
445,False
446,False
447,False
448,False
449,False
450,False
451,False
452,True
453,False
454,False
455,False
456,False
457,False
458,False
459,False
460,False
461,False
462,False
463,False
464,True
465,False
466,False
467,False
468,True
469,True
470,False
471,False
472,False
473,False
474,True
475,False
476,False
477,False
478,False
479,True
480,False
481,False
482,True
483,False
484,False
485,False
486,False
487,False
488,False
489,True
490,True
491,False
492,True
493,False
494,False
495,False
496,True
497,False
498,True
499,False
500,True
501,False
502,True
503,False
504,True
505,False
506,False
507,False
508,True
509,False
510,True
511,False
512,True
513,False
514,True
515,False
516,True
517,False
518,False
519,True
520,True
521,False
522,False
523,False
524,False
525,True
526,False
527,False
528,False
529,False
530,False
531,False
532,False
533,False
534,True
535,False
536,True
537,True
538,True
539,False
540,False
541,False
542,False
543,True
544,False
545,True
546,True
547,False
548,False
549,False
550,False
551,False
552,True
553,False
554,False
555,False
556,False
557,False
558,False
559,False
560,False
561,False
562,True
563,False
564,False
565,False
566,False
567,False
568,False
569,False
570,True
571,True
572,False
573,False
574,False
575,False
576,False
577,False
578,False
579,False
580,False
581,True
582,False
583,False
584,False
585,True
586,False
587,False
588,False
589,False
590,False
591,False
592,False
593,False
594,True
595,False
596,False
597,False
598,False
599,False
600,False
601,True
602,False
603,False
604,False
605,False
606,True
607,True
608,True
609,True
610,False
611,False
612,False
613,True
614,True
615,True
616,False
617,False
618,False
619,False
620,True
621,False
622,True
623,False
624,True
625,True
626,False
627,True
628,False
629,True
630,False
631,True
632,True
633,False
634,False
635,False
636,True
637,False
638,False
639,False
640,False
641,False
642,False
643,False
644,False
645,True
646,False
647,False
648,True
649,False
650,False
651,False
652,False
653,False
654,True
655,False
656,False
657,False
658,False
659,False
660,True
661,True
662,False
663,False
664,False
665,False
666,False
667,False
668,True
669,False
670,True
671,False
672,False
673,False
674,False
675,False
676,False
677,False
678,True
679,False
680,False
681,False
682,False
683,True
684,False
685,True
686,False
687,False
688,True
689,False
690,False
691,False
692,False
693,False
694,False
695,False
696,False
697,False
698,False
699,False
700,True
701,False
702,False
703,False
704,False
705,False
706,True
707,False
708,False
709,True
710,False
711,False
712,False
713,False
714,True
715,True
716,True
717,True
718,False
719,True
720,False
721,False
722,False
723,True
724,False
725,False
726,False
727,True
728,False
729,False
730,False
731,False
732,False
733,False
734,False
735,True
736,False
737,True
738,False
739,False
740,False
741,False
742,False
743,False
744,False
745,False
746,True
747,True
748,False
749,False
750,False
751,False
752,False
753,False
754,False
755,False
756,False
757,False
758,False
759,True
760,False
761,False
762,True
763,False
764,True
765,True
766,False
767,True
768,False
769,False
770,True
771,False
772,False
773,False
774,True
775,False
776,True
777,True
778,False
779,False
780,False
781,False
782,False
783,False
784,False
785,False
786,True
787,False
788,False
789,False
790,False
791,False
792,False
793,True
794,True
795,False
796,True
797,False
798,True
799,False
800,False
801,False
802,False
803,True
804,False
805,True
806,True
807,False
808,False
809,False
810,True
811,False
812,False
813,False
814,False
815,False
816,False
817,False
818,False
819,False
820,True
821,False
822,False
823,False
824,False
825,False
826,False
827,False
828,False
829,False
830,False
831,True
832,False
833,True
834,False
835,True
836,False
837,False
838,False
839,True
840,False
841,True
842,True
843,False
844,False
845,False
846,False
847,False
848,False
849,False
850,False
851,False
852,False
853,False
854,False
855,False
856,False
857,False
858,False
859,False
860,False
861,False
862,False
863,False
864,False
865,True
866,False
867,False
868,False
869,True
870,False
871,True
872,False
873,False
874,False
875,False
876,False
877,False
878,True
879,False
880,True
881,False
882,True
883,False
884,False
885,False
886,True
887,True
888,True
889,False
890,False
891,False
892,False
893,False
894,True
895,True
896,False
897,False
898,False
899,False
900,False
901,True
902,False
903,True
904,True
905,True
906,True
907,False
908,False
909,False
910,False
911,False
912,True
913,False
914,True
915,False
916,False
917,True
918,False
919,False
920,False
921,False
922,False
923,True
924,False
925,True
926,True
927,False
928,False
929,True
930,False
931,False
932,True
933,False
934,False
935,True
936,False
937,False
938,False
939,False
940,False
941,False
942,False
943,False
944,False
945,False
946,True
947,True
948,True
949,False
950,False
951,True
952,True
953,False
954,False
955,False
956,False
957,False
958,False
959,False
960,False
961,False
962,True
963,True
964,False
965,False
966,False
967,False
968,False
969,False
970,False
971,True
972,True
973,True
974,False
975,False
976,False
977,True
978,True
979,True
980,True
981,True
982,True
983,False
984,False
985,False
986,False
987,True
988,False
989,False
990,False
991,True
992,False
993,True
994,True
995,False
996,True
997,False
998,True
999,False
1000,False
1001,False
1002,False
1003,True
1004,False
1005,False
1006,False
1007,False
1008,False
1009,True
1010,False
1011,True
1012,True
1013,False
1014,False
1015,False
1016,False
1017,False
1018,False
1019,False
1020,False
1021,False
1022,False
1023,False
1024,False
1025,False
1026,True
1027,True
1028,False
1029,True
1030,True
1031,False
1032,True
1033,True
1034,False
1035,False
1036,True
1037,False
1038,True
1039,False
1040,False
1041,False
1042,False
1043,True
1044,False
1045,False
1046,True
1047,False
1048,False
1049,False
1050,False
1051,True
1052,False
1053,False
1054,False
1055,True
1056,False
1057,False
1058,True
1059,False
1060,False
1061,False
1062,False
1063,False
1064,True
1065,False
1066,False
1067,False
1068,False
1069,False
1070,False
1071,False
1072,True
1073,False
1074,False
1075,False
1076,False
1077,False
1078,True
1079,True
1080,False
1081,False
1082,True
1083,False
1084,False
1085,False
1086,True
1087,True
1088,False
1089,False
1090,True
1091,False
1092,True
1093,False
1094,False
1095,False
1096,False
1097,False
1098,False
1099,False
1100,False
1101,False
1102,False
1103,True
1104,True
1105,True
1106,False
1107,False
1108,False
1109,True
1110,False
1111,False
1112,True
1113,False
1114,False
1115,False
1116,False
1117,True
1118,False
1119,False
1120,False
1121,False
1122,False
1123,False
1124,False
1125,False
1126,False
1127,False
1128,False
1129,False
1130,True
1131,True
1132,False
1133,True
1134,False
1135,False
1136,False
1137,False
1138,True
1139,False
1140,False
1141,False
1142,False
1143,True
1144,False
1145,False
1146,False
1147,True
1148,False
1149,False
1150,False
1151,False
1152,True
1153,False
1154,True
1155,False
1156,False
1157,True
1158,False
1159,False
1160,False
1161,True
1162,True
1163,False
1164,False
1165,False
1166,False
1167,False
1168,False
1169,False
1170,False
1171,False
1172,False
1173,False
1174,False
1175,True
1176,False
1177,False
1178,False
1179,True
1180,False
1181,True
1182,False
1183,False
1184,False
1185,True
1186,False
1187,False
1188,False
1189,False
1190,False
1191,False
1192,False
1193,False
1194,False
1195,False
1196,True
1197,False
1198,False
1199,False
1200,False
1201,False
1202,False
1203,False
1204,False
1205,False
1206,True
1207,False
1208,False
1209,True
1210,False
1211,False
1212,False
1213,True
1214,False
1215,False
1216,True
1217,False
1218,False
1219,False
1220,False
1221,False
1222,False
1223,False
1224,False
1225,False
1226,False
1227,False
1228,False
1229,False
1230,False
1231,False
1232,False
1233,False
1234,False
1235,False
1236,True
1237,False
1238,False
1239,False
1240,False
1241,False
1242,True
1243,True
1244,False
1245,False
1246,False
1247,False
1248,False
1249,False
1250,False
1251,False
1252,True
1253,True
1254,False
1255,True
1256,False
1257,False
1258,False
1259,False
1260,False
1261,False
1262,True
1263,False
1264,True
1265,False
1266,True
1267,False
1268,True
1269,False
1270,False
1271,True
1272,True
1273,False
1274,False
1275,False
1276,False
1277,False
1278,False
1279,False
1280,False
1281,True
1282,False
1283,True
1284,True
1285,False
1286,False
1287,False
1288,True
1289,False
1290,False
1291,False
1292,False
1293,True
1294,False
1295,False
1296,True
1297,False
1298,True
1299,False
1300,False
1301,True
1302,False
1303,False
1304,True
1305,False
1306,False
1307,False
1308,True
1309,False
1310,False
1311,False
1312,False
1313,True
1314,True
1315,False
1316,True
1317,False
1318,True
1319,False
1320,False
1321,False
1322,False
1323,True
1324,True
1325,False
1326,False
1327,False
1328,False
1329,True
1330,True
1331,False
1332,False
1333,False
1334,False
1335,True
1336,False
1337,False
1338,False
1339,True
1340,False
1341,True
1342,False
1343,False
1344,False
1345,True
1346,False
1347,True
1348,False
1349,True
1350,False
1351,False
1352,False
1353,False
1354,False
1355,False
1356,False
1357,False
1358,True
1359,False
1360,False
1361,False
1362,False
1363,False
1364,True
1365,False
1366,True
1367,False
1368,False
1369,False
1370,True
1371,False
1372,False
1373,False
1374,True
1375,True
1376,True
1377,False
1378,True
1379,False
1380,False
1381,False
1382,False
1383,False
1384,False
1385,False
1386,False
1387,True
1388,True
1389,False
1390,False
1391,False
1392,False
1393,False
1394,True
1395,True
1396,True
1397,False
1398,False
1399,False
1400,False
1401,False
1402,False
1403,False
1404,False
1405,True
1406,True
1407,False
1408,False
1409,False
1410,False
1411,True
1412,False
1413,False
1414,False
1415,False
1416,False
1417,False
1418,False
1419,False
1420,False
1421,False
1422,False
1423,False
1424,False
1425,False
1426,True
1427,False
1428,False
1429,False
1430,False
1431,True
1432,True
1433,True
1434,True
1435,False
1436,False
1437,False
1438,False
1439,False
1440,False
1441,False
1442,True
1443,False
1444,False
1445,False
1446,False
1447,False
1448,False
1449,False
1450,False
1451,True
1452,True
1453,True
1454,True
1455,False
1456,True
1457,False
1458,False
1459,False
1460,False
1461,True
1462,True
1463,False
1464,False
1465,True
1466,True
1467,False
1468,False
1469,True
1470,False
1471,False
1472,False
1473,False
1474,True
1475,False
1476,False
1477,True
1478,False
1479,False
1480,True
1481,True
1482,True
1483,False
1484,False
1485,False
1486,False
1487,False
1488,False
1489,False
1490,False
1491,False
1492,True
1493,False
1494,False
1495,False
1496,False
1497,False
1498,False
1499,False
1500,False
1501,False
1502,True
1503,False
1504,False
1505,False
1506,False
1507,False
1508,False
1509,False
1510,False
1511,True
1512,True
1513,False
1514,False
1515,False
1516,True
1517,False
1518,False
1519,False
1520,True
1521,True
1522,False
1523,False
1524,False
1525,False
1526,False
1527,False
1528,True
1529,True
1530,False
1531,False
1532,True
1533,True
1534,True
1535,False
1536,False
1537,False
1538,False
1539,True
1540,False
1541,False
1542,False
1543,False
1544,False
1545,False
1546,False
1547,False
1548,False
1549,True
1550,True
1551,False
1552,False
1553,False
1554,False
1555,False
1556,True
1557,True
1558,False
1559,False
1560,False
1561,False
1562,True
1563,False
1564,False
1565,False
1566,False
1567,False
1568,False
1569,True
1570,False
1571,False
1572,False
1573,False
1574,False
1575,False
1576,True
1577,True
1578,True
1579,False
1580,True
1581,True
1582,False
1583,True
1584,False
1585,False
1586,True
1587,True
1588,False
1589,False
1590,False
1591,True
1592,False
1593,True
1594,False
1595,False
1596,True
1597,False
1598,True
1599,False
1600,False
1601,False
1602,False
1603,False
1604,False
1605,False
1606,False
1607,False
1608,False
1609,True
1610,False
1611,False
1612,False
1613,False
1614,False
1615,True
1616,False
1617,False
1618,True
1619,False
1620,False
1621,True
1622,True
1623,False
1624,False
1625,True
1626,False
1627,True
1628,False
1629,False
1630,True
1631,False
1632,False
1633,False
1634,False
1635,False
1636,False
1637,False
1638,False
1639,False
1640,False
1641,False
1642,False
1643,True
1644,False
1645,False
1646,True
1647,True
1648,False
1649,True
1650,False
1651,False
1652,False
1653,False
1654,False
1655,False
1656,True
1657,False
1658,False
1659,True
1660,True
1661,True
1662,False
1663,True
1664,False
1665,False
1666,False
1667,False
1668,False
1669,False
1670,False
1671,True
1672,True
1673,True
1674,False
1675,False
1676,False
1677,False
1678,False
1679,False
1680,False
1681,False
1682,False
1683,True
1684,False
1685,False
1686,True
1687,False
1688,True
1689,False
1690,False
1691,False
1692,False
1693,False
1694,True
1695,False
1696,False
1697,False
1698,False
1699,False
1700,True
1701,True
1702,False
1703,True
1704,False
1705,True
1706,False
1707,True
1708,False
1709,False
1710,False
1711,False
1712,True
1713,True
1714,True
1715,True
1716,False
1717,True
1718,False
1719,True
1720,False
1721,False
1722,False
1723,False
1724,False
1725,False
1726,False
1727,True
1728,False
1729,False
1730,False
1731,False
1732,False
1733,True
1734,False
1735,False
1736,False
1737,False
1738,False
1739,False
1740,False
1741,False
1742,False
1743,False
1744,False
1745,False
1746,False
1747,True
1748,False
1749,False
1750,False
1751,False
1752,True
1753,False
1754,True
1755,False
1756,True
1757,True
1758,True
1759,False
1760,True
1761,True
1762,True
1763,False
1764,False
1765,False
1766,False
1767,False
1768,False
1769,False
1770,False
1771,False
1772,False
1773,False
1774,False
1775,False
1776,False
1777,True
1778,False
1779,False
1780,False
1781,False
1782,False
1783,False
1784,False
1785,False
1786,True
1787,True
1788,False
1789,False
1790,False
1791,False
1792,False
1793,False
1794,True
1795,False
1796,False
1797,False
1798,False
1799,False
1800,True
1801,False
1802,False
1803,True
1804,False
1805,False
1806,True
1807,False
1808,False
1809,False
1810,False
1811,False
1812,False
1813,False
1814,False
1815,False
1816,False
1817,True
1818,True
1819,False
1820,False
1821,False
1822,False
1823,True
1824,True
1825,False
1826,False
1827,False
1828,False
1829,False
1830,False
1831,True
1832,True
1833,False
1834,True
1835,False
1836,False
1837,False
1838,True
1839,True
1840,True
1841,False
1842,False
1843,False
1844,True
1845,False
1846,True
1847,True
1848,True
1849,True
1850,False
1851,False
1852,True
1853,True
1854,False
1855,False
1856,True
1857,False
1858,False
1859,False
1860,False
1861,False
1862,False
1863,False
1864,False
1865,True
1866,False
1867,False
1868,True
1869,False
1870,False
1871,False
1872,False
1873,False
1874,False
1875,True
1876,False
1877,True
1878,False
1879,False
1880,False
1881,False
1882,True
1883,True
1884,True
1885,False
1886,False
1887,False
1888,True
1889,False
1890,False
1891,True
1892,False
1893,False
1894,False
1895,False
1896,False
1897,False
1898,True
1899,False
1900,False
1901,True
1902,False
1903,False
1904,False
1905,False
1906,True
1907,False
1908,False
1909,False
1910,False
1911,True
1912,False
1913,False
1914,False
1915,True
1916,False
1917,False
1918,False
1919,False
1920,False
1921,False
1922,True
1923,False
1924,False
1925,False
1926,True
1927,True
1928,False
1929,False
1930,False
1931,False
1932,False
1933,True
1934,False
1935,False
1936,False
1937,False
1938,False
1939,False
1940,False
1941,False
1942,False
1943,False
1944,False
1945,False
1946,True
1947,False
1948,False
1949,True
1950,False
1951,False
1952,False
1953,False
1954,False
1955,False
1956,False
1957,False
1958,False
1959,False
1960,False
1961,False
1962,True
1963,False
1964,True
1965,False
1966,True
1967,False
1968,False
1969,False
1970,False
1971,False
1972,False
1973,True
1974,True
1975,True
1976,False
1977,False
1978,False
1979,False
1980,False
1981,False
1982,False
1983,False
1984,False
1985,False
1986,True
1987,True
1988,False
1989,True
1990,False
1991,True
1992,False
1993,False
1994,False
1995,False
1996,True
1997,False
1998,False
1999,True
2000,True
2001,True
2002,True
2003,False
2004,True
2005,False
2006,True
2007,False
2008,False
2009,True
2010,False
2011,True
2012,True
2013,False
2014,False
2015,False
2016,False
2017,False
2018,True
2019,False
2020,False
2021,False
2022,True
2023,True
2024,False
2025,True
2026,False
2027,False
2028,False
2029,True
2030,True
2031,True
2032,True
2033,True
2034,False
2035,True
2036,False
2037,True
2038,False
2039,False
2040,False
2041,False
2042,False
2043,False
2044,False
2045,False
2046,False
2047,False
2048,False
2049,False
2050,False
2051,False
2052,False
2053,False
2054,False
2055,False
2056,False
2057,False
2058,False
2059,True
2060,False
2061,False
2062,True
2063,False
2064,False
2065,False
2066,False
2067,False
2068,True
2069,False
2070,False
2071,False
2072,False
2073,False
2074,False
2075,False
2076,False
2077,False
2078,False
2079,False
2080,True
2081,False
2082,False
2083,False
2084,False
2085,False
2086,False
2087,False
2088,False
2089,False
2090,False
2091,False
2092,True
2093,True
2094,False
2095,False
2096,True
2097,False
2098,True
2099,False
2100,False
2101,False
2102,False
2103,False
2104,False
2105,False
2106,False
2107,False
2108,False
2109,False
2110,True
2111,True
2112,False
2113,True
2114,False
2115,False
2116,False
2117,False
2118,False
2119,False
2120,True
2121,False
2122,False
2123,False
2124,True
2125,False
2126,False
2127,True
2128,True
2129,True
2130,False
2131,False
2132,False
2133,False
2134,False
2135,True
2136,False
2137,False
2138,False
2139,True
2140,True
2141,False
2142,False
2143,False
2144,False
2145,False
2146,False
2147,False
2148,True
2149,False
2150,False
2151,False
2152,True
2153,False
2154,False
2155,True
2156,False
2157,False
2158,False
2159,False
2160,False
2161,False
2162,True
2163,True
2164,False
2165,True
2166,True
2167,False
2168,False
2169,True
2170,False
2171,False
2172,True
2173,False
2174,True
2175,False
2176,True
2177,False
2178,False
2179,True
2180,False
2181,True
2182,False
2183,False
2184,True
2185,False
2186,False
2187,False
2188,False
2189,False
2190,False
2191,True
2192,True
2193,True
2194,False
2195,False
2196,True
2197,False
2198,False
2199,False
2200,False
2201,False
2202,False
2203,False
2204,False
2205,True
2206,False
2207,False
2208,True
2209,False
2210,False
2211,False
2212,True
2213,False
2214,False
2215,False
2216,False
2217,False
2218,False
2219,False
2220,False
2221,False
2222,False
2223,False
2224,True
2225,False
2226,True
2227,False
2228,True
2229,False
2230,False
2231,False
2232,True
2233,False
2234,True
2235,False
2236,False
2237,False
2238,False
2239,False
2240,False
2241,False
2242,False
2243,True
2244,True
2245,False
2246,False
2247,False
2248,True
2249,False
2250,False
2251,True
2252,False
2253,True
2254,False
2255,False
2256,False
2257,False
2258,False
2259,False
2260,False
2261,False
2262,False
2263,False
2264,False
2265,True
2266,False
2267,False
2268,False
2269,False
2270,False
2271,False
2272,True
2273,False
2274,True
2275,True
2276,False
2277,False
2278,True
2279,False
2280,False
2281,True
2282,True
2283,False
2284,True
2285,False
2286,False
2287,True
2288,False
2289,True
2290,False
2291,False
2292,False
2293,False
2294,False
2295,False
2296,False
2297,False
2298,True
2299,False
2300,False
2301,True
2302,False
2303,False
2304,True
2305,False
2306,False
2307,True
2308,False
2309,True
2310,False
2311,False
2312,False
2313,False
2314,False
2315,False
2316,True
2317,False
2318,False
2319,False
2320,False
2321,False
2322,False
2323,True
2324,False
2325,True
2326,False
2327,False
2328,False
2329,False
2330,False
2331,True
2332,False
2333,False
2334,False
2335,False
2336,False
2337,False
2338,False
2339,False
2340,False
2341,True
2342,False
2343,False
2344,True
2345,False
2346,True
2347,False
2348,False
2349,True
2350,False
2351,False
2352,False
2353,False
2354,False
2355,False
2356,False
2357,False
2358,False
2359,True
2360,False
2361,False
2362,False
2363,False
2364,True
2365,False
2366,False
2367,False
2368,False
2369,False
2370,False
2371,False
2372,False
2373,False
2374,False
2375,True
2376,False
2377,False
2378,True
2379,False
2380,False
2381,False
2382,False
2383,False
2384,False
2385,False
2386,False
2387,False
2388,False
2389,True
2390,False
2391,True
2392,False
2393,True
2394,False
2395,True
2396,False
2397,False
2398,False
2399,False
2400,False
2401,False
2402,False
2403,False
2404,False
2405,False
2406,True
2407,True
2408,False
2409,True
2410,True
2411,True
2412,False
2413,False
2414,True
2415,False
2416,False
2417,False
2418,False
2419,False
2420,True
2421,False
2422,False
2423,False
2424,False
2425,False
2426,True
2427,True
2428,False
2429,False
2430,False
2431,False
2432,True
2433,True
2434,False
2435,False
2436,False
2437,False
2438,True
2439,False
2440,True
2441,False
2442,False
2443,False
2444,False
2445,False
2446,True
2447,False
2448,True
2449,False
2450,False
2451,False
2452,False
2453,True
2454,False
2455,False
2456,False
2457,False
2458,False
2459,True
2460,False
2461,False
2462,False
2463,False
2464,True
2465,True
2466,False
2467,False
2468,True
2469,False
2470,False
2471,False
2472,True
2473,False
2474,True
2475,False
2476,False
2477,False
2478,False
2479,True
2480,False
2481,True
2482,False
2483,True
2484,False
2485,False
2486,False
2487,False
2488,False
2489,False
2490,False
2491,False
2492,True
2493,False
2494,False
2495,False
2496,False
2497,False
2498,False
2499,False
2500,False
2501,True
2502,True
2503,True
2504,True
2505,False
2506,True
2507,False
2508,True
2509,False
2510,True
2511,False
2512,False
2513,True
2514,True
2515,True
2516,False
2517,True
2518,True
2519,False
2520,False
2521,False
2522,False
2523,True
2524,True
2525,False
2526,False
2527,True
2528,True
2529,False
2530,False
2531,False
2532,False
2533,False
2534,False
2535,False
2536,False
2537,True
2538,False
2539,False
2540,False
2541,False
2542,False
2543,False
2544,False
2545,False
2546,False
2547,False
2548,False
2549,False
2550,False
2551,False
2552,False
2553,False
2554,False
2555,False
2556,False
2557,False
2558,False
2559,True
2560,False
2561,False
2562,False
2563,True
2564,True
2565,False
2566,False
2567,False
2568,True
2569,True
2570,False
2571,False
2572,False
2573,False
2574,False
2575,False
2576,False
2577,False
2578,True
2579,False
2580,False
2581,False
2582,False
2583,True
2584,False
2585,False
2586,False
2587,False
2588,False
2589,False
2590,False
2591,False
2592,False
2593,False
2594,False
2595,False
2596,False
2597,False
2598,False
2599,False
2600,False
2601,False
2602,True
2603,False
2604,False
2605,False
2606,False
2607,False
2608,True
2609,False
2610,False
2611,False
2612,True
2613,False
2614,True
2615,False
2616,True
2617,False
2618,True
2619,False
2620,False
2621,False
2622,False
2623,False
2624,False
2625,False
2626,False
2627,False
2628,False
2629,True
2630,False
2631,False
2632,False
2633,False
2634,True
2635,False
2636,False
2637,False
2638,False
2639,False
2640,False
2641,False
2642,False
2643,False
2644,True
2645,False
2646,False
2647,False
2648,False
2649,False
2650,False
2651,False
2652,False
2653,False
2654,False
2655,True
2656,False
2657,True
2658,False
2659,False
2660,False
2661,True
2662,False
2663,True
2664,False
2665,True
2666,False
2667,True
2668,False
2669,False
2670,False
2671,False
2672,False
2673,False
2674,False
2675,False
2676,False
2677,False
2678,False
2679,False
2680,False
2681,False
2682,True
2683,False
2684,True
2685,False
2686,False
2687,True
2688,False
2689,False
2690,False
2691,False
2692,True
2693,False
2694,False
2695,True
2696,False
2697,False
2698,False
2699,False
2700,True
2701,False
2702,False
2703,False
2704,True
2705,False
2706,False
2707,False
2708,False
2709,False
2710,True
2711,True
2712,False
2713,False
2714,True
2715,True
2716,False
2717,False
2718,False
2719,False
2720,False
2721,False
2722,False
2723,False
2724,True
2725,False
2726,False
2727,False
2728,False
2729,False
2730,False
2731,True
2732,False
2733,False
2734,False
2735,False
2736,False
2737,True
2738,False
2739,True
2740,False
2741,False
2742,True
2743,False
2744,False
2745,False
2746,False
2747,False
2748,False
2749,True
2750,False
2751,False
2752,False
2753,False
2754,False
2755,True
2756,True
2757,True
2758,False
2759,False
2760,False
2761,False
2762,False
2763,False
2764,False
2765,True
2766,True
2767,False
2768,False
2769,False
2770,False
2771,False
2772,False
2773,False
2774,False
2775,True
2776,False
2777,True
2778,False
2779,False
2780,False
2781,False
2782,False
2783,False
2784,False
2785,False
2786,False
2787,False
2788,True
2789,False
2790,True
2791,False
2792,False
2793,False
2794,False
2795,True
2796,False
2797,False
2798,False
2799,False
2800,False
2801,False
2802,True
2803,True
2804,False
2805,False
2806,False
2807,True
2808,True
2809,False
2810,False
2811,True
2812,True
2813,False
2814,True
2815,False
2816,False
2817,False
2818,False
2819,False
2820,False
2821,True
2822,False
2823,False
2824,False
2825,False
2826,False
2827,True
2828,False
2829,False
2830,True
2831,False
2832,False
2833,False
2834,False
2835,True
2836,False
2837,False
2838,True
2839,False
2840,True
2841,True
2842,False
2843,False
2844,False
2845,False
2846,True
2847,False
2848,False
2849,False
2850,False
2851,False
2852,False
2853,False
2854,True
2855,True
2856,False
2857,False
2858,False
2859,False
2860,False
2861,False
2862,False
2863,True
2864,False
2865,False
2866,False
2867,True
2868,False
2869,False
2870,False
2871,True
2872,True
2873,False
2874,False
2875,False
2876,True
2877,False
2878,True
2879,False
2880,True
2881,True
2882,False
2883,False
2884,False
2885,False
2886,False
2887,False
2888,False
2889,False
2890,False
2891,False
2892,True
2893,False
2894,False
2895,False
2896,False
2897,False
2898,False
2899,False
2900,False
2901,True
2902,True
2903,False
2904,False
2905,False
2906,False
2907,False
2908,False
2909,True
2910,False
2911,False
2912,False
2913,False
2914,False
2915,True
2916,False
2917,False
2918,False
2919,True
2920,True
2921,True
2922,False
2923,False
2924,False
2925,False
2926,False
2927,False
2928,True
2929,False
2930,False
2931,False
2932,True
2933,False
2934,True
2935,True
2936,False
2937,True
2938,False
2939,False
2940,False
2941,True
2942,False
2943,False
2944,False
2945,False
2946,True
2947,False
2948,False
2949,True
2950,False
2951,False
2952,True
2953,False
2954,False
2955,True
2956,False
2957,False
2958,False
2959,False
2960,False
2961,False
2962,True
2963,False
2964,False
2965,False
2966,False
2967,False
2968,False
2969,False
2970,True
2971,True
2972,False
2973,False
2974,False
2975,False
2976,False
2977,False
2978,False
2979,False
2980,False
2981,True
2982,True
2983,False
2984,False
2985,True
2986,True
2987,False
2988,False
2989,False
2990,False
2991,False
2992,False
2993,False
2994,False
2995,True
